T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0001,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0002,T=0.0003,T=0.0003,T=0.0003,T=0.0003,T=0.0003,T=0.0003,T=0.0003,T=0.0003,T=0.0003,T=0.0004,T=0.0004,T=0.0004,T=0.0004,T=0.0004,T=0.0004,T=0.0004,T=0.0005,T=0.0005,T=0.0005,T=0.0005,T=0.0005,T=0.0005,T=0.0006,T=0.0006,T=0.0006,T=0.0006,T=0.0006,T=0.0007,T=0.0007,T=0.0007,T=0.0007,T=0.0008,T=0.0008,T=0.0008,T=0.0009,T=0.0009,T=0.0009,T=0.0010,T=0.0010,T=0.0010,T=0.0011,T=0.0011,T=0.0012,T=0.0012,T=0.0012,T=0.0013,T=0.0013,T=0.0014,T=0.0014,T=0.0015,T=0.0015,T=0.0016,T=0.0017,T=0.0017,T=0.0018,T=0.0018,T=0.0019,T=0.0020,T=0.0021,T=0.0021,T=0.0022,T=0.0023,T=0.0024,T=0.0025,T=0.0025,T=0.0026,T=0.0027,T=0.0028,T=0.0029,T=0.0031,T=0.0032,T=0.0033,T=0.0034,T=0.0035,T=0.0037,T=0.0038,T=0.0039,T=0.0041,T=0.0042,T=0.0044,T=0.0045,T=0.0047,T=0.0049,T=0.0050,T=0.0052,T=0.0054,T=0.0056,T=0.0058,T=0.0060,T=0.0063,T=0.0065,T=0.0067,T=0.0070,T=0.0072,T=0.0075,T=0.0078,T=0.0081,T=0.0084,T=0.0087,T=0.0090,T=0.0093,T=0.0096,T=0.0100,T=0.0104,T=0.0107,T=0.0111,T=0.0115,T=0.0120,T=0.0124,T=0.0129,T=0.0133,T=0.0138,T=0.0143,T=0.0149,T=0.0154,T=0.0160,T=0.0165,T=0.0172,T=0.0178,T=0.0184,T=0.0191,T=0.0198,T=0.0205,T=0.0213,T=0.0221,T=0.0229,T=0.0237,T=0.0246,T=0.0255,T=0.0264,T=0.0274,T=0.0284,T=0.0294,T=0.0305,T=0.0316,T=0.0328,T=0.0340,T=0.0352,T=0.0365,T=0.0379,T=0.0392,T=0.0407,T=0.0422,T=0.0437,T=0.0453,T=0.0470,T=0.0487,T=0.0505,T=0.0523,T=0.0542,T=0.0562,T=0.0583,T=0.0604,T=0.0626,T=0.0649,T=0.0673,T=0.0698,T=0.0723,T=0.0750,T=0.0777,T=0.0806,T=0.0835,T=0.0866,T=0.0898,T=0.0931,T=0.0965,T=0.1000,T=0.1037,T=0.1075,T=0.1114,T=0.1155,T=0.1197,T=0.1241,T=0.1286,T=0.1334,T=0.1382,T=0.1433,T=0.1486,T=0.1540,T=0.1596,T=0.1655,T=0.1715,T=0.1778,T=0.1843,T=0.1911,T=0.1981,T=0.2054,T=0.2129,T=0.2207,T=0.2288,T=0.2371,T=0.2458,T=0.2548,T=0.2642,T=0.2738,T=0.2839,T=0.2943,T=0.3051,T=0.3162,T=0.3278,T=0.3398,T=0.3523,T=0.3652,T=0.3786,T=0.3924,T=0.4068,T=0.4217,T=0.4371,T=0.4532,T=0.4698,T=0.4870,T=0.5048,T=0.5233,T=0.5425,T=0.5623,T=0.5829,T=0.6043,T=0.6264,T=0.6494,T=0.6732,T=0.6978,T=0.7234,T=0.7499,T=0.7774,T=0.8058,T=0.8354,T=0.8660,T=0.8977,T=0.9306,T=0.9647,T=1.0000,T=1.0366,T=1.0746,T=1.1140,T=1.1548,T=1.1971,T=1.2409,T=1.2864,T=1.3335,T=1.3824,T=1.4330,T=1.4855,T=1.5399,T=1.5963,T=1.6548,T=1.7154,T=1.7783,T=1.8434,T=1.9110,T=1.9810,T=2.0535,T=2.1288,T=2.2067,T=2.2876,T=2.3714,T=2.4582,T=2.5483,T=2.6416,T=2.7384,T=2.8387,T=2.9427,T=3.0505,T=3.1623,T=3.2781,T=3.3982,T=3.5227,T=3.6517,T=3.7855,T=3.9242,T=4.0679,T=4.2170,T=4.3714,T=4.5316,T=4.6976,T=4.8697,T=5.0481,T=5.2330,T=5.4247,T=5.6234,T=5.8294,T=6.0430,T=6.2643,T=6.4938,T=6.7317,T=6.9783,T=7.2339,T=7.4989,T=7.7737,T=8.0584,T=8.3536,T=8.6596,T=8.9769,T=9.3057,T=9.6466,T=10.0000,T=10.3663,T=10.7461,T=11.1397,T=11.5478,T=11.9708,T=12.4094,T=12.8640,T=13.3352,T=13.8237,T=14.3301,T=14.8551,T=15.3993,T=15.9634,T=16.5482,T=17.1544,T=17.7828,T=18.4342,T=19.1095,T=19.8096,T=20.5352,T=21.2875,T=22.0673,T=22.8757,T=23.7137,T=24.5824,T=25.4830,T=26.4165,T=27.3842,T=28.3874,T=29.4273,T=30.5053,T=31.6228,T=32.7812,T=33.9821,T=35.2269,T=36.5174,T=37.8552,T=39.2419,T=40.6794,T=42.1697,T=43.7144,T=45.3158,T=46.9759,T=48.6968,T=50.4807,T=52.3299,T=54.2469,T=56.2341,T=58.2942,T=60.4296,T=62.6434,T=64.9382,T=67.3170,T=69.7831,T=72.3394,T=74.9894,T=77.7365,T=80.5842,T=83.5363,T=86.5964,T=89.7687,T=93.0572,T=96.4662,T=100.0000,T=103.6633,T=107.4608,T=111.3974,T=115.4782,T=119.7085,T=124.0938,T=128.6397,T=133.3521,T=138.2372,T=143.3013,T=148.5508,T=153.9926,T=159.6339,T=165.4817,T=171.5438,T=177.8279,T=184.3423,T=191.0953,T=198.0957,T=205.3525,T=212.8752,T=220.6734,T=228.7573,T=237.1374,T=245.8244,T=254.8297,T=264.1648,T=273.8419,T=283.8736,T=294.2727,T=305.0528,T=316.2278,T=327.8121,T=339.8208,T=352.2695,T=365.1741,T=378.5515,T=392.4190,T=406.7944,T=421.6965,T=437.1445,T=453.1584,T=469.7589,T=486.9675,T=504.8066,T=523.2991,T=542.4691,T=562.3413,T=582.9415,T=604.2964,T=626.4335,T=649.3817,T=673.1704,T=697.8306,T=723.3942,T=749.8942,T=777.3651,T=805.8422,T=835.3625,T=865.9643,T=897.6871,T=930.5720,T=964.6616,T=1000.0000,T=1036.6329,T=1074.6078,T=1113.9739,T=1154.7820,T=1197.0851,T=1240.9377,T=1286.3970,T=1333.5215,T=1382.3722,T=1433.0126,T=1485.5081,T=1539.9265,T=1596.3385,T=1654.8171,T=1715.4379,T=1778.2794,T=1843.4230,T=1910.9530,T=1980.9568,T=2053.5251,T=2128.7517,T=2206.7341,T=2287.5732,T=2371.3738,T=2458.2441,T=2548.2966,T=2641.6484,T=2738.4197,T=2838.7361,T=2942.7273,T=3050.5278,T=3162.2776,T=3278.1211,T=3398.2083,T=3522.6946,T=3651.7412,T=3785.5151,T=3924.1897,T=4067.9443,T=4216.9648,T=4371.4448,T=4531.5835,T=4697.5889,T=4869.6753,T=5048.0659,T=5232.9912,T=5424.6909,T=5623.4131,T=5829.4155,T=6042.9639,T=6264.3354,T=6493.8164,T=6731.7036,T=6978.3057,T=7233.9414,T=7498.9419,T=7773.6504,T=8058.4219,T=8353.6250,T=8659.6436,T=8976.8711,T=9305.7207,T=9646.6162,T=10000.0000,
937.4634,1222.8021,973.7910,1227.0952,980.9152,1251.1265,1056.3755,1034.5989,1229.6099,940.4179,1047.5956,977.3784,717.3143,1014.1683,830.7986,890.6306,824.7683,782.5345,1064.9308,906.9138,1027.3466,915.5769,1231.5892,847.9052,853.3286,733.1251,1144.5042,824.9058,789.2708,944.6145,897.7935,725.5977,940.6522,875.3388,781.0388,812.9454,844.6799,1019.8743,908.3599,1043.8932,905.2227,1156.8759,1065.9102,885.6015,1028.1550,894.8657,991.5827,1079.5414,1289.0348,727.2704,746.2794,972.0329,829.7857,868.2638,743.5107,1088.0507,1136.8295,920.4595,720.6344,878.2556,918.4766,682.5526,1043.3243,959.3235,854.5930,1042.4547,1376.6466,916.0994,693.1066,1007.0781,781.7003,789.9760,698.1747,800.4625,896.1302,1152.1949,884.5909,694.5939,937.4385,1044.7721,799.3789,736.5969,669.3433,990.8451,1008.0718,1239.7953,795.6733,840.4666,1137.7289,966.0588,631.7388,1823.5253,1425.3328,821.1770,939.4603,1170.3395,834.6573,777.6731,802.2176,911.0080,1032.0426,1015.1064,1231.2727,1210.9082,1455.8575,680.2280,807.2694,863.7476,1093.9786,824.9005,908.8683,802.1372,834.0331,1417.3350,1199.9465,1087.8380,974.0878,847.7449,797.5802,751.8702,773.9395,1125.3378,814.9246,1214.4725,1033.5242,1040.8563,961.9664,998.1792,1057.2448,1013.1252,809.1941,872.5818,877.6310,866.5194,1147.6072,963.8004,931.0906,1206.6982,1425.0374,791.0588,929.6054,934.5813,948.4658,789.2634,1099.4618,972.2634,845.5262,694.4479,867.1531,992.8065,1198.7587,937.0880,929.5062,813.3476,893.8807,785.5745,818.1551,922.1748,802.3090,913.1627,1063.6067,722.9664,1033.2383,1312.0345,708.7927,752.6922,775.2918,881.0758,987.8914,750.9127,928.7189,677.3509,984.6479,1273.2673,1159.1719,795.2610,994.6098,858.9667,883.0802,1090.0540,793.1708,973.4974,711.4101,815.8084,741.3844,810.3266,1116.5885,679.7559,909.3551,1025.5698,1257.1436,965.8109,706.4787,844.1968,994.2822,828.8389,946.7941,1522.4548,1171.4292,636.9344,1019.0758,966.2886,644.9443,869.5576,1290.5302,1011.1810,832.6744,1133.4313,767.1857,701.9797,861.0350,794.0179,747.2130,1175.2123,698.3603,859.2823,776.2607,755.4002,1336.9679,750.4946,755.6001,695.7549,763.5857,950.8102,1517.7783,893.7294,906.9814,793.9707,846.0138,703.3649,789.0747,1025.9983,1035.4523,1090.6830,689.0713,807.5127,808.0665,756.8076,1230.4916,1020.9009,1019.1868,1494.6443,765.3491,779.0361,741.3215,766.7297,897.5974,1608.4572,1169.7197,1520.1093,1022.8873,687.9037,731.8816,733.8187,882.6877,974.2596,662.7646,795.5265,796.4711,891.5794,1613.3973,827.7321,942.9125,1134.0988,960.3517,1376.3961,746.7762,704.3730,983.0584,815.7618,1072.7832,906.3694,1009.1159,670.1730,839.2475,1211.2469,1056.2555,1026.4780,1098.8650,953.8339,1122.7920,943.3575,709.5196,760.6909,741.6322,801.9252,1279.9755,961.5789,978.1489,909.2277,1180.5519,849.9138,849.4316,1213.0272,1145.9778,1106.8042,846.3088,785.8246,1308.0559,1669.0187,995.9260,1001.5701,1058.2687,1148.3293,783.4636,956.4048,1081.6847,1208.9496,878.5922,1240.9918,1168.8826,710.7293,878.7447,936.7407,863.2261,914.5916,917.7903,1359.2921,972.6685,992.1174,907.7291,918.4363,1184.8822,901.9281,1007.4572,856.3627,876.9402,1094.7277,1151.0676,1206.0612,1131.5701,1338.9987,929.8922,1056.7079,1063.5162,968.8884,894.7928,959.6281,1136.0468,981.7485,929.2639,932.4412,1159.8909,1024.0912,1074.6444,1157.5623,1086.9943,1376.3889,1142.5791,1099.8318,1188.2980,1386.2842,1342.8254,1023.0764,1001.9880,1311.2953,1252.0898,1276.0514,1427.3119,1340.5087,1511.6932,1261.6416,1234.7581,1323.2007,1488.2228,1229.0907,1974.9548,1117.1813,1347.5640,1476.6593,1538.5759,1118.0458,1433.2736,1240.5112,1275.1932,1336.7285,1127.8867,1211.2877,1536.4469,1195.2191,1282.1057,1320.8641,1559.2896,1679.2307,1566.3390,1361.7263,1399.2543,1523.6586,1211.4116,1621.7593,1728.3627,1354.2065,1346.6166,1545.8871,1512.4783,1469.5192,1526.5308,1466.4738,1411.4277,1598.3717,1568.6801,1743.9796,1312.3782,1284.3983,1438.1489,1647.7466,1497.7312,1526.9955,1958.1669,1424.6537,1398.7041,1482.8608,1655.6846,1470.5483,2004.3716,1993.4465,1397.7002,2028.0377,1455.0032,2010.2766,1409.4167,1715.9246,1875.4661,1851.5052,1578.1803,2125.0049,1787.4045,1684.6143,1549.6477,1412.6600,1495.6704,1338.8822,1375.5546,1457.3568,1314.0999,1955.1354,1857.5549,1247.9835,1239.7405,1543.2406,1938.0249,1523.5383,1847.2201,1440.6765,1729.1082,1445.8784,1428.2028,1644.9263,1827.5485,1465.2775,1491.2128,1605.7886,1560.6034,1475.0795,1806.9613,1200.3976,1405.8944,1708.2141,1474.3435,1370.9708,1474.5334,1572.5167,1466.7208,1599.4583,1717.4221,1509.9357,1844.6045,1836.4346,1416.7690,2076.0596,1558.6073,1847.3234,1301.7843,1988.6744,1530.5488,1810.3347,1924.4740,1187.0677,1745.4332,1334.0251,1969.9000,1596.1201,1374.7872,1700.7775,1626.6412,1637.1202,1566.4729,1742.8802,1622.1199,1141.4349,1678.0582,1796.6488,1428.7356,1700.6367,1824.8108,2153.6577,2035.7024,1309.5417,1791.3512,1116.9177,1852.8611,1464.3566,1377.6129,1755.6140,1794.7424,1469.5425,1844.4424,1905.0132,1594.0555,1686.0746,1692.8038,1778.2471,
585.3930,680.2519,731.5908,758.5894,673.3234,633.8693,731.2784,756.2243,745.3268,691.5915,673.2911,719.6365,658.6769,675.6960,628.3602,612.0145,717.0910,681.5796,683.2245,731.7473,709.2458,653.4282,799.5133,643.7518,598.7841,666.9342,623.1362,679.9648,670.0153,624.1456,731.2279,610.8171,596.6870,709.2010,665.9979,706.1171,655.2536,670.2990,687.2017,646.9850,687.4531,747.6895,728.6720,664.8624,677.0466,740.9006,712.9968,719.2847,780.0156,588.6907,672.6535,679.9222,711.2971,720.7794,708.4468,741.2308,664.6367,635.3237,595.6266,658.7894,676.8370,515.7919,793.6903,692.0397,733.1940,734.7377,717.0955,672.2219,631.5785,691.9205,641.4757,537.0455,550.7603,650.7871,739.6229,766.4038,707.5042,539.3315,683.7652,703.3454,543.2655,691.7173,634.8710,764.9350,733.4551,772.7919,601.6763,699.5344,692.2350,694.6999,531.5695,777.0047,794.3190,707.3157,747.2858,750.9836,659.6071,678.9854,663.3414,660.0651,685.4575,760.1821,701.7753,793.5428,796.9770,619.9919,618.9503,683.4293,745.6338,701.8250,725.6836,683.3763,669.5106,797.5695,765.1486,741.8126,668.2656,649.3755,684.2361,593.2119,570.1715,748.3875,601.9431,710.1000,650.1594,650.8903,739.8687,693.9951,767.4638,763.4977,666.6809,644.2308,719.3472,692.1970,748.0364,793.9224,682.6143,789.9307,778.8210,634.3329,723.8261,690.9920,749.5920,671.5731,737.5052,735.9395,543.3208,551.6906,653.5976,717.3613,717.3933,677.7279,596.4523,684.2440,712.7785,635.9062,636.4211,698.6389,627.2305,666.7940,739.0229,675.5892,757.3746,762.5275,586.7012,658.3282,668.3684,648.5618,748.0813,647.8450,668.7242,651.9761,698.9053,791.1677,780.8284,672.8675,711.1182,647.0168,735.8059,695.2285,636.2947,632.4522,560.0681,655.3140,616.8282,715.7740,723.1688,596.4031,651.8682,709.2109,824.2808,703.1200,592.0561,674.5010,751.5504,647.8737,707.8452,761.1107,717.4054,552.8180,715.1653,714.3897,586.3373,684.1313,750.8031,678.5813,647.3137,750.9777,674.4749,613.2515,630.1530,657.0491,669.0637,747.6962,612.1430,651.6833,653.4059,685.1139,788.8983,685.2906,657.1920,617.1824,613.5240,664.5999,708.8868,704.7437,713.2747,626.5093,691.3674,525.9495,643.7401,715.8087,697.8611,716.1132,647.0616,635.9180,732.0807,636.3697,698.0228,803.6829,703.0574,750.1712,650.2212,673.3964,642.5157,685.2872,712.9704,782.5337,764.4476,762.5653,730.1816,601.2700,623.4866,680.0609,667.4766,734.3430,554.2277,709.8643,636.6299,676.8974,773.3658,667.0118,644.8596,680.7885,621.8812,798.1964,663.2512,653.9363,672.5370,692.3469,743.4711,589.0414,738.6157,589.7760,568.9081,654.7534,737.9108,682.3063,691.9433,725.9495,744.2941,673.5625,639.9434,671.2235,647.8492,611.4338,754.3426,674.1786,643.6758,732.2336,730.0790,671.2169,739.4827,718.2811,750.4204,728.3179,717.9593,707.2017,800.4810,777.7986,720.4006,771.5659,696.8287,795.9656,732.7650,725.0532,733.7129,744.1039,652.4338,738.0684,788.3022,660.1253,665.3518,739.8359,748.7856,692.4374,796.4168,800.3513,766.0347,737.6833,779.6125,786.5679,784.3467,810.9332,786.6712,804.4788,756.9689,825.1468,834.0562,840.2766,802.1041,830.0266,807.9305,828.8516,825.6639,834.7147,827.8660,847.7413,839.2112,836.5413,836.2074,838.8945,856.8503,858.8513,847.1104,859.2158,858.9011,863.1727,863.2352,862.5315,866.3134,868.6899,868.5225,870.1989,875.8092,880.0741,878.8682,878.8956,892.4290,891.0112,868.5896,887.1359,874.7449,885.6729,868.8810,884.9368,882.1476,885.5723,895.5892,898.9516,903.5991,884.8218,899.9048,895.0690,882.6666,882.5722,876.8286,885.0998,873.5833,874.0841,887.8538,891.8405,883.7505,897.0186,890.2295,889.8715,889.9797,882.9382,883.0114,885.7115,892.3472,870.3951,882.3207,880.2418,886.3788,883.6731,875.1970,872.0855,878.5506,879.7914,871.3250,879.2089,870.1389,874.0493,875.8106,874.7829,871.5645,875.7864,876.1863,867.8719,872.0144,873.5872,874.4816,870.6481,875.4587,871.0795,870.6232,871.8912,868.6877,872.4919,870.3392,871.4625,871.6459,871.7631,869.9264,871.6678,867.8753,868.5512,868.2822,868.3772,868.0338,867.9155,867.4156,867.8157,867.5571,868.7449,867.4449,866.6687,867.1667,866.9014,867.6254,867.3223,867.8227,867.3140,866.9612,866.6971,866.6756,867.2314,866.9947,866.7698,866.8928,867.0081,866.7890,866.5993,867.0007,866.6111,866.7270,866.8293,866.7534,866.6512,866.6758,866.7184,866.6800,866.7426,866.6505,866.6259,866.5272,866.7339,866.5359,866.5084,866.6162,866.5195,866.5245,866.6049,866.5847,866.5985,866.5607,866.4756,866.5850,866.4969,866.5497,866.5402,866.5208,866.5225,866.5125,866.5231,866.5143,866.5292,866.5011,866.4899,866.5167,866.5148,866.4960,866.5056,866.4964,866.5182,866.5115,866.4785,866.4956,866.4788,866.4989,866.4870,866.4777,866.4888,866.4906,866.4855,866.4885,866.4868,866.4805,866.4801,866.4832,866.4803,
517.0358,644.6771,676.7224,633.0157,584.1283,605.0475,653.3561,663.0888,679.9941,640.7028,642.6136,685.4464,629.0667,631.8083,562.9219,563.5472,648.1650,596.7438,611.4876,629.2857,665.4579,546.6672,748.4930,597.0570,532.4188,631.0981,579.5331,613.1481,641.5289,595.3585,669.7505,565.8972,533.8578,678.3516,640.9758,638.8393,589.1324,631.1719,639.3722,600.9572,605.2853,659.8694,609.4502,591.0114,634.4581,686.8234,605.8712,666.2333,657.1840,541.6874,641.4518,638.2778,627.7925,620.5085,674.5349,656.5775,614.4297,550.8918,554.2964,621.9683,626.5694,501.3327,723.1359,639.5724,710.0717,649.3265,662.2517,601.9525,617.6569,646.6073,623.4985,504.5670,510.1990,606.3993,688.3942,673.7507,668.8415,503.7281,633.7031,567.8759,504.0982,644.1508,603.4622,679.7963,684.9921,677.4838,540.6158,639.6707,647.9330,611.0817,501.3936,709.6762,714.5912,634.8427,653.8528,672.6063,617.1635,632.6953,633.2915,605.4818,642.9304,678.9079,668.4814,717.1850,676.1013,603.3694,536.8684,643.9011,662.7454,650.4125,657.5093,609.2088,645.6515,678.6382,631.1459,649.7766,640.6740,586.6796,610.1394,531.1447,516.6201,685.3558,543.3970,578.4745,558.1844,601.4507,684.7599,602.9692,684.3401,671.5298,631.9598,556.4991,672.3396,644.3518,685.2916,713.2952,615.6076,689.9569,695.1315,576.9553,679.8621,604.4902,685.2482,645.7977,641.9235,648.7735,509.7351,514.4943,614.9777,645.1800,630.5781,624.0484,515.2312,648.7371,630.5590,567.3133,589.9515,612.6873,555.3464,611.9290,683.4393,665.9088,682.4879,676.3375,548.4432,640.0774,620.3027,630.0806,673.9100,611.1086,586.3510,639.3687,650.0599,682.6002,722.0733,593.3299,574.6497,570.3240,669.8335,637.9253,592.3254,615.8929,517.6192,601.6072,604.3549,684.3979,659.8346,550.7365,624.0887,673.3007,748.7047,657.2733,536.5939,619.7100,682.0333,570.7326,652.8602,715.9764,640.1844,518.9409,647.8598,672.1154,571.3585,649.5933,597.1925,616.6084,608.6723,715.1726,640.0006,569.3546,569.4496,595.0908,650.6174,671.7645,569.9269,614.5454,616.4374,647.8452,662.9454,661.9601,635.0355,586.1818,544.6816,615.9813,611.9079,603.8447,683.3271,607.6234,657.7435,501.6901,620.7988,655.5175,654.7366,602.1816,622.2869,595.8290,699.8997,595.3728,613.3953,747.6203,630.1025,670.6237,576.9783,615.0696,612.8192,664.6114,646.8967,712.2888,616.8367,691.8120,604.7103,564.1109,602.1967,624.3928,618.7963,695.7342,518.7984,672.5810,566.7513,610.8363,702.5250,643.0717,548.9705,570.1690,577.6385,765.2919,650.2540,622.3706,586.8226,665.4899,685.3505,544.3351,692.3198,540.3990,530.5643,614.0959,626.6649,586.4615,656.9082,690.0453,731.6256,627.8768,595.2802,624.7527,627.4008,571.3157,690.1622,642.1180,615.7275,699.1980,700.8165,661.0620,692.9023,688.6381,711.1601,707.1100,695.7414,691.6487,781.6243,760.3201,667.9440,757.5864,644.5594,775.2047,715.6173,712.6079,704.9232,722.3184,635.4967,724.7420,777.6564,659.6703,662.2227,729.2216,728.9576,688.2661,788.8594,798.0638,756.4306,729.2806,781.4838,788.6615,780.7079,814.3705,780.8889,808.8011,766.1862,827.1367,830.4011,842.0144,804.3379,830.4525,816.5790,827.0110,824.9650,840.6346,836.9111,852.5233,845.0381,843.7245,843.0649,844.6738,858.2062,859.1695,851.8954,859.1873,857.0476,858.9818,863.7236,861.2589,864.8579,864.7077,866.6745,865.4368,867.9943,868.3151,868.1880,868.6811,870.9455,870.8918,866.9983,870.3209,868.1376,869.9685,867.0307,869.7991,869.2900,869.8208,871.0964,871.4260,872.0710,869.0803,870.7615,870.3962,868.4615,868.3597,867.7118,868.5704,867.2794,867.2518,868.4311,868.7037,867.7891,868.8133,868.1889,868.1898,868.0095,867.5092,867.4471,867.5869,867.8226,866.6601,867.2214,867.1052,867.2819,867.1367,866.7889,866.6679,866.8685,866.8542,866.6013,866.8162,866.5573,866.6447,866.6677,866.6309,866.5668,866.6462,866.6337,866.4954,866.5497,866.5746,866.5723,866.5255,866.5731,866.5199,866.5175,866.5272,866.4944,866.5209,866.5038,866.5071,866.5070,866.5059,866.4948,866.5021,866.4807,866.4836,866.4822,866.4826,866.4795,866.4795,866.4772,866.4780,866.4767,866.4798,866.4766,866.4741,866.4757,866.4747,866.4764,866.4752,866.4757,866.4750,866.4742,866.4745,866.4744,866.4745,866.4736,866.4734,866.4745,866.4745,866.4739,866.4742,866.4744,866.4732,866.4734,866.4735,866.4739,866.4744,866.4747,866.4742,866.4738,866.4742,866.4742,866.4733,866.4736,866.4741,866.4734,866.4738,866.4743,866.4742,866.4744,866.4744,866.4743,866.4748,866.4738,866.4736,866.4739,866.4740,866.4741,866.4741,866.4749,866.4734,866.4735,866.4736,866.4741,866.4739,866.4742,866.4737,866.4743,866.4739,866.4739,866.4733,866.4732,866.4745,866.4739,866.4742,866.4739,866.4735,866.4735,866.4740,866.4744,866.4738,866.4743,866.4734,866.4731,866.4736,866.4739,866.4739,866.4741,866.4737,
